run_id,scenario,model_name,trial_id,text_column,tfidf_params_json,tfidf_analyzer,tfidf_max_features,tfidf_ngram_range,tfidf_min_df,tfidf_max_df,tfidf_sublinear_tf,model_params_json,model_params_effective_json,class_weight,solver,C,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_lambda,reg_alpha,accuracy_val,macro_precision_val,macro_recall_val,macro_f1_val,weighted_precision_val,weighted_recall_val,weighted_f1_val,micro_precision_val,micro_recall_val,micro_f1_val,train_time_sec,val_predict_time_sec,fallback_used,warning_message,status,notes
deep_20260612_180817,01_Raw_Data,LogisticRegression,1,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 2], ""min_df"": 1, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 2)",1,0.95,True,"{""C"": 0.05, ""solver"": ""lbfgs""}","{""C"": 0.05, ""solver"": ""lbfgs""}",,lbfgs,0.05,,,,,,,,0.5973715651135006,0.5138726925904368,0.6192365610575772,0.5391335580165675,0.665068560273958,0.5973715651135006,0.6052135866616383,0.5973715651135006,0.5973715651135006,0.5973715651135006,4.984689417,0.016396207999999746,False,,success,
deep_20260612_180817,01_Raw_Data,LogisticRegression,2,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 2], ""min_df"": 3, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 2)",3,0.95,True,"{""C"": 0.05, ""solver"": ""lbfgs""}","{""C"": 0.05, ""solver"": ""lbfgs""}",,lbfgs,0.05,,,,,,,,0.5949820788530465,0.5114958162010966,0.6127310571617812,0.5360165863202309,0.65814811237429,0.5949820788530465,0.603000838076666,0.5949820788530465,0.5949820788530465,0.5949820788530465,3.39260625,0.00406204100000096,False,,success,
deep_20260612_180817,01_Raw_Data,LogisticRegression,3,post_content_for_labeling,"{""analyzer"": ""char_wb"", ""max_features"": 50000, ""ngram_range"": [3, 5], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",char_wb,50000,"(3, 5)",2,0.95,True,"{""C"": 0.05, ""solver"": ""lbfgs""}","{""C"": 0.05, ""solver"": ""lbfgs""}",,lbfgs,0.05,,,,,,,,0.5412186379928315,0.47379094972427765,0.5859080636686973,0.49854616015935266,0.6171148757467196,0.5412186379928315,0.5489869762226989,0.5412186379928315,0.5412186379928315,0.5412186379928315,5.384150958999999,0.007475959000000643,False,,success,
deep_20260612_180817,01_Raw_Data,LogisticRegression,4,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 10000, ""ngram_range"": [1, 1], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,10000,"(1, 1)",2,0.95,True,"{""C"": 0.1, ""solver"": ""lbfgs""}","{""C"": 0.1, ""solver"": ""lbfgs""}",,lbfgs,0.1,,,,,,,,0.5818399044205496,0.5178650264357936,0.6026877225366832,0.5388292335201423,0.6453307093295266,0.5818399044205496,0.5918973935627927,0.5818399044205496,0.5818399044205496,0.5818399044205496,1.602032874999999,0.00054004099999716,False,,success,
deep_20260612_180817,01_Raw_Data,LogisticRegression,5,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 70000, ""ngram_range"": [1, 2], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,70000,"(1, 2)",2,0.95,True,"{""C"": 0.1, ""solver"": ""lbfgs""}","{""C"": 0.1, ""solver"": ""lbfgs""}",,lbfgs,0.1,,,,,,,,0.6081242532855436,0.5321741952188113,0.626034788390581,0.5586103465240699,0.6631873204756898,0.6081242532855436,0.6153049922486943,0.6081242532855436,0.6081242532855436,0.6081242532855436,1.339418417000001,0.0037922500000000525,False,,success,
deep_20260612_180817,01_Raw_Data,LogisticRegression,6,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 3], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 3)",2,0.95,True,"{""C"": 0.1, ""solver"": ""lbfgs""}","{""C"": 0.1, ""solver"": ""lbfgs""}",,lbfgs,0.1,,,,,,,,0.6081242532855436,0.531817471953261,0.6307375628881923,0.5594645050698295,0.6634856832321279,0.6081242532855436,0.6149627061029248,0.6081242532855436,0.6081242532855436,0.6081242532855436,5.297873834000001,0.00411741699999979,False,,success,
deep_20260612_180817,01_Raw_Data,LogisticRegression,7,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 20000, ""ngram_range"": [1, 1], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,20000,"(1, 1)",2,0.95,True,"{""C"": 0.3, ""solver"": ""lbfgs""}","{""C"": 0.3, ""solver"": ""lbfgs""}",,lbfgs,0.3,,,,,,,,0.6200716845878136,0.5600457048207792,0.6288861413614635,0.5796982596693573,0.6654850374095733,0.6200716845878136,0.6304875686668938,0.6200716845878136,0.6200716845878136,0.6200716845878136,1.9125102920000003,0.0005575000000028751,False,,success,
deep_20260612_180817,01_Raw_Data,LogisticRegression,8,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 2], ""min_df"": 3, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 2)",3,0.95,True,"{""C"": 0.3, ""solver"": ""lbfgs""}","{""C"": 0.3, ""solver"": ""lbfgs""}",,lbfgs,0.3,,,,,,,,0.6463560334528077,0.5801935487817073,0.6414688750208885,0.5978450552381636,0.6888566361986281,0.6463560334528077,0.6563760581874923,0.6463560334528077,0.6463560334528077,0.6463560334528077,2.9062254580000015,0.0014150000000014984,False,,success,
deep_20260612_180817,01_Raw_Data,LogisticRegression,9,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 30000, ""ngram_range"": [1, 1], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,30000,"(1, 1)",2,0.95,True,"{""C"": 0.5, ""solver"": ""lbfgs""}","{""C"": 0.5, ""solver"": ""lbfgs""}",,lbfgs,0.5,,,,,,,,0.6403823178016727,0.5864190346097751,0.6427248053434224,0.6021575950050589,0.6821369502628669,0.6403823178016727,0.6510973566093796,0.6403823178016727,0.6403823178016727,0.6403823178016727,0.767534665999996,0.0009004580000038231,False,,success,
deep_20260612_180817,01_Raw_Data,LogisticRegression,10,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 2], ""min_df"": 1, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 2)",1,0.95,True,"{""C"": 0.5, ""solver"": ""lbfgs""}","{""C"": 0.5, ""solver"": ""lbfgs""}",,lbfgs,0.5,,,,,,,,0.6642771804062126,0.5968483636380691,0.6460076727658615,0.6117370836348917,0.6976026586866474,0.6642771804062126,0.6724459978052361,0.6642771804062126,0.6642771804062126,0.6642771804062126,3.721084708999996,0.0058182080000008796,False,,success,
deep_20260612_180817,01_Raw_Data,LogisticRegression,11,post_content_for_labeling,"{""analyzer"": ""char_wb"", ""max_features"": 30000, ""ngram_range"": [3, 5], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",char_wb,30000,"(3, 5)",2,0.95,True,"{""C"": 0.5, ""solver"": ""lbfgs""}","{""C"": 0.5, ""solver"": ""lbfgs""}",,lbfgs,0.5,,,,,,,,0.6308243727598566,0.5681991098956661,0.6110047005780012,0.5771225604782643,0.6700610266839351,0.6308243727598566,0.6414731381760356,0.6308243727598566,0.6308243727598566,0.6308243727598566,4.972624791000001,0.004422624999996572,False,,success,
deep_20260612_180817,01_Raw_Data,LogisticRegression,12,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 20000, ""ngram_range"": [1, 1], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,20000,"(1, 1)",2,0.95,True,"{""C"": 1.0, ""solver"": ""lbfgs""}","{""C"": 1.0, ""solver"": ""lbfgs""}",,lbfgs,1.0,,,,,,,,0.6559139784946236,0.5959923594221507,0.6261365335481346,0.5999145461466462,0.6866896546989621,0.6559139784946236,0.6636403911875073,0.6559139784946236,0.6559139784946236,0.6559139784946236,2.101092166000001,0.0005494580000018345,False,,success,
deep_20260612_180817,01_Raw_Data,LogisticRegression,13,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 30000, ""ngram_range"": [1, 1], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,30000,"(1, 1)",2,0.95,True,"{""C"": 1.0, ""solver"": ""lbfgs""}","{""C"": 1.0, ""solver"": ""lbfgs""}",,lbfgs,1.0,,,,,,,,0.6559139784946236,0.5959923594221507,0.6261365335481346,0.5999145461466462,0.6866896546989621,0.6559139784946236,0.6636403911875073,0.6559139784946236,0.6559139784946236,0.6559139784946236,0.8020452080000027,0.004002042000003314,False,,success,
deep_20260612_180817,01_Raw_Data,LogisticRegression,14,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 1], ""min_df"": 2, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 1)",2,0.95,True,"{""C"": 1.0, ""solver"": ""lbfgs""}","{""C"": 1.0, ""solver"": ""lbfgs""}",,lbfgs,1.0,,,,,,,,0.6559139784946236,0.5959923594221507,0.6261365335481346,0.5999145461466462,0.6866896546989621,0.6559139784946236,0.6636403911875073,0.6559139784946236,0.6559139784946236,0.6559139784946236,0.8032275409999983,0.0005325409999983322,False,,success,
deep_20260612_180817,01_Raw_Data,LogisticRegression,15,post_content_for_labeling,"{""analyzer"": ""word"", ""max_features"": 50000, ""ngram_range"": [1, 2], ""min_df"": 1, ""max_df"": 0.95, ""sublinear_tf"": true}",word,50000,"(1, 2)",1,0.95,True,"{""C"": 1.0, ""solver"": ""lbfgs""}","{""C"": 1.0, ""solver"": ""lbfgs""}",,lbfgs,1.0,,,,,,,,0.6941457586618877,0.6263427529828024,0.648253775274613,0.6286008107099175,0.7191945210538879,0.6941457586618877,0.7005889055180553,0.6941457586618877,0.6941457586618877,0.6941457586618877,2.9422534169999963,0.005762082999993368,False,,success,
